chrom	start	gene	strand	LIC-dRNA-nonpolyA	LIC-dRNA-cDNA-polyA	LIC-dRNA-polyA	Q29-dRNA-nonpolyA-R1	Q29-dRNA-nonpolyA-R2	clusters
NC_005823.1	1922103	LIC_RS08000	+	NA	NA	NA	NA	1923199;6	2049
NC_005823.1	1922823	LIC_RS08005	+	1923585;4	NA	NA	NA	NA	2050
NC_005823.1	1922825	LIC_RS08005	+	NA	NA	NA	NA	1924296;12	2050
NC_005823.1	1922828	LIC_RS08005	+	NA	NA	NA	1923164;48	NA	2050
NC_005823.1	1925050	LIC_RS08015	+	NA	NA	NA	NA	1925559;2	2051
NC_005823.1	1925397	unaware	+	NA	NA	NA	NA	1925778;16	2052
NC_005823.1	1925398	unaware	+	1925599;6	NA	NA	1925600;70	NA	2052
NC_005823.1	1925459	LIC_RS08020	+	NA	NA	NA	1925778;283	NA	2053
NC_005823.1	1925460	LIC_RS08020	+	1925778;20	1925770;3	NA	NA	1925778;76	2053
NC_005823.1	1926612	unaware	+	NA	NA	NA	1927114;2	NA	2054
NC_005823.1	1927412	LIC_RS08035	+	1928028;13	NA	NA	NA	1927772;27	2055
NC_005823.1	1927414	LIC_RS08035	+	NA	NA	NA	1927772;103	NA	2055
NC_005823.1	1928138	unaware	+	1928464;2	NA	NA	1928508;37	1928538;11	2056
NC_005823.1	1928320	unaware	+	1928842;6	NA	NA	1928793;69	NA	2057
NC_005823.1	1928320	LIC_RS08040	+	NA	NA	NA	NA	1928925;4	2057
NC_005823.1	1928521	LIC_RS08040	+	1928846;2	NA	NA	NA	NA	2058
NC_005823.1	1928522	LIC_RS08040	+	NA	NA	NA	1928842;17	NA	2058
NC_005823.1	1928589	LIC_RS08040	+	NA	1928813;1	NA	NA	NA	2059
NC_005823.1	1928624	LIC_RS08040	+	NA	1928818;1	NA	NA	NA	2060
NC_005823.1	1928862	unaware	+	1929302;2	NA	NA	NA	NA	2061
NC_005823.1	1929720	LIC_RS08045	+	NA	NA	NA	NA	1930666;13	2062
NC_005823.1	1931293	LIC_RS08050	+	NA	NA	NA	1931600;93	NA	2063
NC_005823.1	1931821	unaware	+	1932519;2	NA	NA	NA	NA	2064
NC_005823.1	1933068	LIC_RS08055	+	1933343;2	NA	NA	1933571;22	NA	2065
NC_005823.1	1934406	LIC_RS08060	+	1935185;7	NA	NA	NA	NA	2066
NC_005823.1	1934419	LIC_RS08060	+	NA	NA	NA	1934980;69	NA	2067
NC_005823.1	1934421	LIC_RS08060	+	NA	NA	NA	NA	1936747;6	2067
NC_005823.1	1934447	LIC_RS08065	+	NA	NA	NA	1934980;92	NA	2068
NC_005823.1	1935366	LIC_RS08070	+	1935790;4	NA	NA	NA	NA	2069
NC_005823.1	1936073	LIC_RS08080	+	1936678;1	NA	NA	NA	NA	2070
NC_005823.1	1936137	LIC_RS08080	+	NA	NA	NA	NA	1936804;1	2071
NC_005823.1	1936264	LIC_RS08080	+	NA	NA	NA	NA	1936767;1	2072
NC_005823.1	1936287	LIC_RS08080	+	1936914;1	NA	NA	NA	NA	2073
NC_005823.1	1937726	LIC_RS08085	+	NA	NA	NA	1939518;33	1939777;4	2074
NC_005823.1	1938011	LIC_RS08085	+	NA	NA	NA	1938575;8	NA	2075
NC_005823.1	1939602	LIC_RS08090	+	NA	NA	NA	NA	1939777;9	2076
NC_005823.1	1940093	LIC_RS08095	+	NA	NA	NA	NA	1940414;9	2077
NC_005823.1	1940098	LIC_RS08095	+	NA	NA	NA	1940373;37	NA	2077
NC_005823.1	1941633	unaware	+	1941781;4	NA	NA	NA	NA	2078
NC_005823.1	1941848	LIC_RS08105	+	NA	NA	NA	NA	1942892;1	2079
NC_005823.1	1942051	LIC_RS23335	+	NA	NA	NA	1942618;2	NA	2080
NC_005823.1	1942163	LIC_RS08105	+	NA	NA	NA	NA	1942730;1	2081
NC_005823.1	1942478	LIC_RS08105	+	NA	NA	NA	NA	1943296;1	2082
NC_005823.1	1943739	LIC_RS08115	+	NA	NA	NA	1944827;4	NA	2083
NC_005823.1	1943833	LIC_RS08115	+	NA	NA	NA	NA	1945214;2	2084
NC_005823.1	1943835	LIC_RS08115	+	NA	NA	NA	1944698;7	NA	2084
NC_005823.1	1949362	unaware	+	1949585;2	NA	NA	NA	NA	2085
NC_005823.1	1949363	unaware	+	NA	NA	NA	1949805;22	1949806;6	2085
NC_005823.1	1951014	unaware	+	NA	NA	NA	1951583;2	NA	2086
NC_005823.1	1952387	unaware	+	NA	NA	NA	NA	1953107;4	2087
NC_005823.1	1952859	LIC_RS08160	+	NA	NA	NA	1953792;2	NA	2088
NC_005823.1	1953230	unaware	+	NA	NA	NA	NA	1953849;3	2089
NC_005823.1	1953232	unaware	+	NA	NA	NA	1954239;14	NA	2089
NC_005823.1	1955959	LIC_RS08170	+	NA	NA	NA	1956686;78	NA	2090
NC_005823.1	1955960	LIC_RS08170	+	1956507;3	NA	NA	NA	1957639;24	2090
NC_005823.1	1957512	LIC_RS08180	+	1958252;1	NA	NA	NA	NA	2091
NC_005823.1	1957594	LIC_RS08180	+	1957862;1	NA	NA	NA	NA	2092
NC_005823.1	1957731	LIC_RS08180	+	1958291;1	NA	NA	NA	NA	2093
NC_005823.1	1958398	LIC_RS08185	+	1959095;6	NA	NA	1959027;93	1959339;16	2094
NC_005823.1	1958404	LIC_RS08190	+	NA	1960094;1	NA	NA	NA	2094
NC_005823.1	1958409	LIC_RS08185	+	NA	NA	1959295;1	NA	NA	2094
NC_005823.1	1958434	LIC_RS08185	+	NA	NA	1959809;1	NA	NA	2095
NC_005823.1	1959340	LIC_RS08190	+	1959714;2	1960266;1	NA	1959809;62	NA	2096
NC_005823.1	1959504	LIC_RS08190	+	1960026;2	NA	NA	NA	NA	2097
NC_005823.1	1959816	LIC_RS08195	+	1961611;1	NA	NA	NA	NA	2098
NC_005823.1	1960040	LIC_RS08195	+	1960157;1	NA	NA	NA	NA	2099
NC_005823.1	1960071	LIC_RS08195	+	1960183;1	NA	NA	NA	NA	2100
NC_005823.1	1962824	LIC_RS08200	+	NA	NA	NA	1964566;8	1964772;3	2101
NC_005823.1	1966148	unaware	+	NA	NA	NA	1966411;2	NA	2102
NC_005823.1	1966450	LIC_RS08215	+	1967232;3	NA	NA	1966999;22	1967780;3	2103
NC_005823.1	1966675	LIC_RS08220	+	NA	NA	NA	1967235;11	NA	2104
NC_005823.1	1966676	LIC_RS08220	+	NA	NA	NA	NA	1967069;2	2104
NC_005823.1	1967557	LIC_RS08225	+	NA	NA	NA	1968604;7	NA	2105
NC_005823.1	1967559	LIC_RS08225	+	1967910;1	NA	NA	NA	NA	2105
NC_005823.1	1967577	LIC_RS08225	+	NA	NA	NA	NA	1969023;3	2106
NC_005823.1	1967588	LIC_RS08225	+	1967801;2	NA	NA	NA	NA	2107
NC_005823.1	1967592	LIC_RS08225	+	NA	NA	NA	1968900;7	NA	2107
NC_005823.1	1968698	LIC_RS08230	+	1969567;2	NA	NA	1969565;35	1969930;10	2108
NC_005823.1	1970922	unaware	+	NA	NA	NA	NA	1971093;2	2109
NC_005823.1	1971569	unaware	+	NA	NA	NA	1972158;2	NA	2110
NC_005823.1	1972622	unaware	+	NA	NA	NA	1973140;19	1973286;6	2111
NC_005823.1	1972672	LIC_RS08250	+	NA	NA	NA	1973286;15	NA	2112
NC_005823.1	1972674	unaware	+	1973207;7	NA	NA	NA	NA	2112
NC_005823.1	1973190	LIC_RS08250	+	1973735;3	NA	NA	NA	NA	2113
NC_005823.1	1974201	LIC_RS08255	+	1974656;1	NA	NA	NA	NA	2114
NC_005823.1	1974275	LIC_RS08255	+	NA	NA	NA	NA	1974831;4	2115
NC_005823.1	1974401	LIC_RS08255	+	1974589;1	NA	NA	NA	NA	2116
NC_005823.1	1974576	unaware	+	1975126;10	NA	NA	1975063;76	NA	2117
NC_005823.1	1976536	LIC_RS08265	+	NA	NA	NA	NA	1977431;3	2118
NC_005823.1	1976933	unaware	+	1977163;3	NA	NA	NA	NA	2119
NC_005823.1	1978344	LIC_RS08270	+	NA	NA	NA	NA	1978654;8	2120
NC_005823.1	1982331	LIC_RS08295	+	1983592;5	NA	NA	1983106;123	1983284;28	2121
NC_005823.1	1984010	LIC_RS08300	+	1984201;89	1984395;2	NA	1984201;464	1984208;117	2122
NC_005823.1	1984154	LIC_RS08305	+	NA	NA	NA	NA	1984948;19	2123
NC_005823.1	1984158	LIC_RS08300	+	NA	1984957;1	NA	NA	NA	2123
NC_005823.1	1984649	LIC_RS08305	+	NA	1985612;1	NA	NA	NA	2124
NC_005823.1	1984966	LIC_RS08310	+	1985430;6	NA	NA	NA	NA	2125
NC_005823.1	1985102	LIC_RS08310	+	NA	1986774;1	NA	NA	NA	2126
NC_005823.1	1986642	unaware	+	NA	NA	NA	NA	1986960;10	2127
NC_005823.1	1987901	LIC_RS08315	+	NA	NA	NA	1988208;13	NA	2128
NC_005823.1	1987906	LIC_RS08315	+	1988374;3	NA	NA	NA	NA	2128
NC_005823.1	1990385	LIC_RS08320	+	1991107;3	NA	NA	NA	NA	2129
NC_005823.1	1990396	LIC_RS08325	+	NA	1991098;1	NA	NA	NA	2130
NC_005823.1	1990422	LIC_RS08320	+	1991105;4	NA	1990832;2	1991001;78	1992157;8	2131
NC_005823.1	1990720	LIC_RS08325	+	NA	1991766;1	NA	NA	NA	2132
NC_005823.1	1990822	LIC_RS08325	+	NA	1991146;1	NA	NA	NA	2133
NC_005823.1	1991505	LIC_RS08330	+	1991860;1	NA	NA	NA	NA	2134
NC_005823.1	1991833	LIC_RS08330	+	1991967;1	NA	NA	NA	NA	2135
NC_005823.1	1993072	unaware	+	NA	NA	NA	1993732;13	NA	2136
NC_005823.1	1994200	LIC_RS08340	+	1995167;4	NA	NA	NA	NA	2137
NC_005823.1	1994201	LIC_RS08340	+	NA	NA	NA	1994837;55	1994886;18	2137
NC_005823.1	1995232	LIC_RS08345	+	1995380;12	NA	NA	NA	NA	2138
NC_005823.1	1995235	LIC_RS08345	+	NA	NA	NA	1995377;111	1995379;35	2138
NC_005823.1	1995270	LIC_RS08345	+	NA	NA	1996583;2	NA	NA	2139
NC_005823.1	1996147	LIC_RS08350	+	NA	NA	NA	1997521;1	NA	2140
NC_005823.1	1997260	LIC_RS08350	+	NA	NA	NA	1997450;1	NA	2141
NC_005823.1	1997416	LIC_RS08350	+	NA	NA	NA	1997815;1	NA	2142
NC_005823.1	1997445	unaware	+	NA	NA	NA	NA	1998030;9	2143
NC_005823.1	1997447	unaware	+	1998283;3	NA	NA	NA	NA	2143
NC_005823.1	1997448	unaware	+	NA	NA	NA	1998306;27	NA	2143
NC_005823.1	2001127	unaware	+	NA	NA	NA	2001586;3	NA	2144
NC_005823.1	2001170	unaware	+	NA	NA	NA	NA	2001336;2	2145
NC_005823.1	2001768	LIC_RS08370	+	NA	NA	NA	2004358;1	NA	2146
NC_005823.1	2001791	LIC_RS08370	+	NA	NA	NA	2002213;1	NA	2147
NC_005823.1	2002089	LIC_RS08375	+	NA	NA	NA	2003448;5	NA	2148
NC_005823.1	2002095	unaware	+	NA	NA	NA	NA	2002747;2	2148
NC_005823.1	2002774	unaware	+	NA	NA	NA	NA	2004203;6	2149
NC_005823.1	2003192	unaware	+	2003435;2	NA	NA	NA	NA	2150
NC_005823.1	2005931	LIC_RS22995	+	NA	NA	NA	2006605;1	NA	2151
NC_005823.1	2006036	LIC_RS22995	+	NA	NA	NA	2006476;1	NA	2152
NC_005823.1	2007991	unaware	+	NA	NA	NA	2008564;2	NA	2153
NC_005823.1	2008170	unaware	+	NA	NA	NA	NA	2010608;3	2154
NC_005823.1	2009354	LIC_RS08405	+	2010637;20	NA	2010634;4	NA	2010637;75	2155
NC_005823.1	2009357	LIC_RS08405	+	NA	NA	NA	2010638;269	NA	2155
NC_005823.1	2011583	unaware	+	NA	NA	NA	2011793;2	NA	2156
NC_005823.1	2013083	LIC_RS08425	+	NA	NA	NA	2013797;2	NA	2157
NC_005823.1	2013131	LIC_RS08425	+	NA	NA	NA	2013443;2	NA	2158
NC_005823.1	2013209	unaware	+	NA	NA	NA	NA	2013873;8	2159
NC_005823.1	2013211	unaware	+	2013772;4	NA	NA	2013803;21	NA	2159
NC_005823.1	2013268	LIC_RS08430	+	NA	NA	NA	NA	2013912;1	2160
NC_005823.1	2013733	LIC_RS08430	+	NA	NA	NA	2013916;3	2014368;2	2161
NC_005823.1	2015316	LIC_RS08435	+	NA	NA	NA	2015668;2	NA	2162
NC_005823.1	2017741	unaware	+	NA	NA	NA	2017881;4	NA	2163
NC_005823.1	2019086	unaware	+	NA	NA	NA	2019849;5	NA	2164
NC_005823.1	2020172	unaware	+	NA	NA	NA	2020533;2	NA	2165
NC_005823.1	2022081	unaware	+	NA	NA	NA	2022490;3	NA	2166
NC_005823.1	2022397	unaware	+	2022923;2	NA	NA	NA	NA	2167
NC_005823.1	2022398	unaware	+	NA	NA	NA	2023145;11	NA	2167
NC_005823.1	2022702	LIC_RS08470	+	2023156;4	NA	NA	NA	NA	2168
NC_005823.1	2022767	LIC_RS08470	+	2023726;5	NA	NA	2023856;129	2023725;38	2169
NC_005823.1	2022769	LIC_RS08475	+	NA	2023783;2	NA	NA	NA	2169
NC_005823.1	2023097	LIC_RS08475	+	2023724;3	NA	NA	NA	NA	2170
NC_005823.1	2023104	LIC_RS08475	+	NA	NA	NA	NA	2023831;19	2170
NC_005823.1	2023109	LIC_RS08475	+	NA	NA	NA	2023374;79	NA	2170
NC_005823.1	2024928	unaware	+	NA	NA	NA	NA	2025319;3	2171
NC_005823.1	2025379	LIC_RS08500	+	NA	NA	NA	NA	2026049;1	2172
NC_005823.1	2025515	LIC_RS08500	+	NA	NA	NA	NA	2026273;1	2173
NC_005823.1	2025802	LIC_RS08500	+	NA	NA	NA	NA	2026640;1	2174
NC_005823.1	2025946	unaware	+	NA	NA	NA	2026378;32	NA	2175
NC_005823.1	2026856	unaware	+	NA	NA	NA	NA	2027062;2	2176
NC_005823.1	2028950	unaware	+	NA	NA	NA	2029459;2	NA	2177
NC_005823.1	2031727	LIC_RS08525	+	NA	NA	NA	2032308;19	2033733;7	2178
NC_005823.1	2032904	unaware	+	2033130;4	NA	NA	NA	NA	2179
NC_005823.1	2033261	LIC_RS08530	+	2034016;1	NA	NA	NA	NA	2180
NC_005823.1	2033731	LIC_RS08530	+	2034531;1	NA	NA	NA	NA	2181
NC_005823.1	2034597	LIC_RS08535	+	2035557;1	NA	NA	NA	NA	2182
NC_005823.1	2034640	LIC_RS08535	+	2035554;1	NA	NA	NA	NA	2183
NC_005823.1	2034659	LIC_RS08535	+	2035465;1	NA	NA	NA	NA	2184
NC_005823.1	2038591	unaware	+	NA	NA	NA	NA	2039349;2	2185
NC_005823.1	2038653	LIC_RS08550	+	2039304;4	2039989;3	NA	2039549;110	2039305;33	2186
NC_005823.1	2042689	LIC_RS08570	+	NA	NA	NA	NA	2043191;2	2187
NC_005823.1	2042710	LIC_RS08570	+	NA	NA	NA	2043309;44	NA	2188
NC_005823.1	2042715	unaware	+	2042853;8	NA	NA	NA	NA	2188
NC_005823.1	2042719	unaware	+	NA	NA	NA	NA	2042859;22	2188
NC_005823.1	2043387	unaware	+	NA	NA	NA	2044127;9	NA	2189
NC_005823.1	2048281	unaware	+	NA	NA	NA	2048549;2	NA	2190
NC_005823.1	2050200	unaware	+	NA	NA	NA	2050545;3	NA	2191
NC_005823.1	2052261	unaware	+	NA	NA	NA	NA	2052653;2	2192
NC_005823.1	2053827	unaware	+	NA	NA	NA	NA	2054393;3	2193
NC_005823.1	2054304	unaware	+	NA	NA	NA	2054579;3	NA	2194
NC_005823.1	2055256	LIC_RS08630	+	NA	NA	NA	NA	2055910;1	2195
NC_005823.1	2055300	unaware	+	NA	NA	NA	2055790;3	NA	2196
NC_005823.1	2055312	LIC_RS08630	+	NA	NA	NA	NA	2055790;1	2197
NC_005823.1	2055601	LIC_RS08630	+	NA	NA	NA	2055798;8	NA	2198
NC_005823.1	2056191	unaware	+	NA	NA	NA	2056595;5	NA	2199
NC_005823.1	2056432	LIC_RS08635	+	NA	NA	NA	2057371;19	NA	2200
NC_005823.1	2056434	LIC_RS08635	+	2057469;7	NA	NA	NA	NA	2200
NC_005823.1	2058364	LIC_RS08640	+	NA	NA	NA	2058634;1	NA	2201
NC_005823.1	2058505	LIC_RS08640	+	NA	NA	NA	2058739;1	NA	2202
NC_005823.1	2058753	unaware	+	NA	NA	NA	2059358;2	NA	2203
NC_005823.1	2060715	LIC_RS08645	+	2061548;2	NA	NA	2061774;13	NA	2204
NC_005823.1	2060726	LIC_RS08645	+	NA	NA	NA	NA	2062649;4	2205
NC_005823.1	2060729	LIC_RS08645	+	2061569;1	NA	NA	NA	NA	2205
NC_005823.1	2065047	LIC_RS08665	+	NA	NA	NA	2065483;1	NA	2206
NC_005823.1	2065150	LIC_RS08665	+	NA	NA	NA	2065391;1	NA	2207
NC_005823.1	2065224	LIC_RS08665	+	NA	NA	NA	2065480;1	NA	2208
NC_005823.1	2065273	unaware	+	2065460;4	NA	NA	2065464;44	NA	2209
NC_005823.1	2065274	unaware	+	NA	NA	NA	NA	2067033;17	2209
NC_005823.1	2066226	LIC_RS08670	+	2067279;1	NA	NA	NA	NA	2210
NC_005823.1	2066263	LIC_RS08670	+	2067219;1	NA	NA	NA	NA	2211
NC_005823.1	2066536	LIC_RS08670	+	NA	NA	NA	NA	2067380;1	2212
NC_005823.1	2066693	LIC_RS08670	+	NA	NA	NA	NA	2067335;1	2213
NC_005823.1	2066903	LIC_RS08670	+	NA	NA	NA	NA	2067508;1	2214
NC_005823.1	2072910	LIC_RS08710	+	2073599;4	NA	NA	NA	NA	2215
NC_005823.1	2072911	LIC_RS08710	+	NA	NA	NA	2074229;12	NA	2215
NC_005823.1	2073171	unaware	+	NA	NA	NA	NA	2074231;2	2216
NC_005823.1	2073608	unaware	+	2074389;2	NA	NA	NA	NA	2217
NC_005823.1	2078441	unaware	+	NA	NA	NA	NA	2078745;3	2218
NC_005823.1	2078889	unaware	+	NA	NA	NA	2079250;6	NA	2219
NC_005823.1	2078931	unaware	+	NA	NA	NA	NA	2079279;3	2220
NC_005823.1	2083201	unaware	+	NA	NA	NA	2083661;8	NA	2221
NC_005823.1	2084704	LIC_RS08740	+	2085263;32	NA	2085772;2	NA	NA	2222
NC_005823.1	2084708	LIC_RS08740	+	NA	NA	NA	2086607;239	2086119;46	2222
NC_005823.1	2085583	LIC_RS08745	+	NA	NA	NA	2085848;15	NA	2223
NC_005823.1	2086302	unaware	+	NA	NA	NA	NA	2086646;4	2224
NC_005823.1	2087327	unaware	+	NA	NA	NA	2087676;2	NA	2225
NC_005823.1	2089454	unaware	+	NA	NA	NA	2089810;2	NA	2226
NC_005823.1	2091091	unaware	+	NA	NA	NA	NA	2092471;4	2227
NC_005823.1	2091094	unaware	+	NA	NA	NA	2093092;13	NA	2227
NC_005823.1	2095717	unaware	+	NA	NA	NA	2095953;2	NA	2228
NC_005823.1	2096789	LIC_RS08785	+	NA	NA	NA	2097203;1	NA	2229
NC_005823.1	2097162	LIC_RS08785	+	NA	NA	NA	2098124;1	NA	2230
NC_005823.1	2097609	LIC_RS08790	+	NA	NA	NA	NA	2098340;1	2231
NC_005823.1	2097769	LIC_RS08790	+	NA	NA	NA	NA	2098238;1	2232
NC_005823.1	2098455	LIC_RS08795	+	2098726;1	NA	NA	NA	NA	2233
NC_005823.1	2098521	LIC_RS08795	+	2098896;1	NA	NA	NA	NA	2234
NC_005823.1	2098543	LIC_RS08795	+	NA	NA	NA	2099630;3	NA	2235
NC_005823.1	2099145	LIC_RS08810	+	NA	NA	NA	2101121;1	NA	2236
NC_005823.1	2099145	LIC_RS08800	+	NA	NA	NA	NA	2099759;2	2236
NC_005823.1	2099196	LIC_RS08800	+	NA	NA	NA	NA	2099659;1	2237
NC_005823.1	2100493	LIC_RS08810	+	NA	NA	NA	2100940;1	NA	2238
NC_005823.1	2100538	LIC_RS08810	+	NA	NA	NA	NA	2100956;1	2239
NC_005823.1	2100733	LIC_RS08810	+	NA	NA	NA	NA	2101129;1	2240
NC_005823.1	2100753	LIC_RS08810	+	NA	NA	NA	2101599;1	NA	2241
NC_005823.1	2100800	unaware	+	2101127;2	NA	NA	NA	NA	2242
NC_005823.1	2100825	unaware	+	NA	NA	NA	2101127;86	2101946;17	2243
NC_005823.1	2103398	unaware	+	NA	NA	NA	2103783;15	NA	2244
NC_005823.1	2103410	unaware	+	2103659;2	NA	NA	NA	NA	2245
NC_005823.1	2103768	LIC_RS08820	+	NA	2104338;1	NA	NA	NA	2246
NC_005823.1	2103781	LIC_RS08820	+	NA	2104864;1	NA	2104416;33	2104917;15	2247
NC_005823.1	2109160	LIC_RS08830	+	2109420;591	2109589;7	2109403;4	2109483;3907	2109483;1166	2248
NC_005823.1	2109172	LIC_RS08830	+	NA	NA	2109649;1	NA	NA	2249
NC_005823.1	2109739	LIC_RS08835	+	2111101;11	NA	NA	2110625;131	2110333;24	2250
NC_005823.1	2109985	LIC_RS08840	+	NA	NA	NA	2110395;90	NA	2251
NC_005823.1	2110001	LIC_RS08840	+	NA	NA	NA	NA	2110395;18	2252
NC_005823.1	2111361	unaware	+	NA	NA	NA	NA	2111758;3	2253
NC_005823.1	2112087	LIC_RS08845	+	2112454;2	NA	NA	NA	NA	2254
NC_005823.1	2112088	LIC_RS08845	+	NA	NA	NA	2113074;9	NA	2254
NC_005823.1	2112100	LIC_RS08845	+	2112498;1	NA	NA	NA	NA	2255
NC_005823.1	2112596	unaware	+	NA	NA	NA	NA	2113151;2	2256
NC_005823.1	2113024	LIC_RS08850	+	2113665;5	NA	NA	NA	NA	2257
NC_005823.1	2113038	LIC_RS08850	+	NA	NA	NA	NA	2113535;3	2258
NC_005823.1	2113042	LIC_RS08850	+	NA	NA	NA	2113577;9	NA	2258
NC_005823.1	2113219	LIC_RS08855	+	NA	NA	NA	2113665;16	NA	2259
NC_005823.1	2122690	unaware	+	NA	NA	NA	2123743;2	NA	2260
NC_005823.1	2123322	unaware	+	NA	NA	NA	2124044;4	2123907;3	2261
NC_005823.1	2129308	LIC_RS08900	+	2129673;2	NA	NA	NA	NA	2262
NC_005823.1	2129309	LIC_RS08900	+	NA	NA	NA	NA	2129786;3	2262
NC_005823.1	2129310	LIC_RS08900	+	NA	NA	NA	2130365;4	NA	2262
NC_005823.1	2129397	LIC_RS08900	+	NA	NA	NA	2130020;3	NA	2263
NC_005823.1	2130349	unaware	+	NA	2131667;2	NA	NA	NA	2264
NC_005823.1	2130349	LIC_RS08905	+	NA	NA	NA	2131082;342	2131082;78	2264
NC_005823.1	2130455	LIC_RS08905	+	2130768;18	NA	NA	NA	NA	2265
NC_005823.1	2131719	LIC_RS08910	+	NA	NA	NA	NA	2132710;3	2266
NC_005823.1	2131721	LIC_RS08910	+	2132189;3	NA	NA	2131936;25	NA	2266
NC_005823.1	2132667	LIC_RS08915	+	NA	NA	NA	NA	2133369;2	2267
NC_005823.1	2133938	unaware	+	2134728;2	NA	NA	NA	NA	2268
NC_005823.1	2137234	LIC_RS08930	+	NA	NA	NA	2137440;1	NA	2269
NC_005823.1	2137246	LIC_RS08930	+	NA	NA	NA	2137923;1	NA	2270
NC_005823.1	2137345	unaware	+	2137881;6	NA	NA	2137798;48	2138314;14	2271
NC_005823.1	2137533	LIC_RS08935	+	2137975;1	NA	NA	NA	NA	2272
NC_005823.1	2137755	LIC_RS08935	+	2137984;1	NA	NA	NA	NA	2273
NC_005823.1	2137998	unaware	+	NA	NA	NA	2138300;36	NA	2274
NC_005823.1	2138005	unaware	+	2138299;12	NA	NA	NA	NA	2274
NC_005823.1	2138328	unaware	+	2139081;4	NA	NA	NA	NA	2275
NC_005823.1	2140854	LIC_RS08945	+	NA	NA	NA	2141465;3	NA	2276
NC_005823.1	2144024	unaware	+	NA	NA	NA	2144327;2	NA	2277
NC_005823.1	2146636	unaware	+	NA	NA	NA	2146860;2	NA	2278
NC_005823.1	2149274	unaware	+	NA	NA	NA	2149538;2	NA	2279
NC_005823.1	2152027	unaware	+	NA	NA	NA	2152504;8	NA	2280
NC_005823.1	2152875	LIC_RS08990	+	NA	NA	NA	NA	2153476;2	2281
NC_005823.1	2152877	LIC_RS08990	+	NA	NA	NA	2153422;5	NA	2281
NC_005823.1	2152897	LIC_RS08990	+	NA	NA	NA	2153166;7	2153475;3	2282
NC_005823.1	2152899	unaware	+	2153281;3	NA	NA	NA	NA	2282
NC_005823.1	2153902	unaware	+	NA	NA	NA	2154214;2	NA	2283
NC_005823.1	2157486	LIC_RS09015	+	NA	NA	NA	2157770;4	2158073;2	2284
NC_005823.1	2157509	LIC_RS09015	+	NA	NA	NA	2158109;3	2158034;1	2285
NC_005823.1	2158591	unaware	+	2158824;3	NA	NA	NA	NA	2286
NC_005823.1	2159155	LIC_RS09020	+	NA	NA	NA	NA	2160102;1	2287
NC_005823.1	2159238	LIC_RS09020	+	NA	NA	NA	NA	2159658;2	2288
NC_005823.1	2159484	unaware	+	NA	NA	NA	2162087;7	NA	2289
NC_005823.1	2159903	unaware	+	2161059;2	NA	NA	NA	NA	2290
NC_005823.1	2160473	LIC_RS09025	+	NA	NA	NA	2161054;11	NA	2291
NC_005823.1	2161069	unaware	+	2161599;2	NA	NA	NA	NA	2292
NC_005823.1	2161143	LIC_RS09030	+	2161904;4	NA	NA	2162079;24	NA	2293
NC_005823.1	2162803	unaware	+	NA	NA	NA	2163321;7	NA	2294
NC_005823.1	2163080	unaware	+	NA	NA	NA	NA	2163423;2	2295
NC_005823.1	2163085	LIC_RS09045	+	NA	NA	NA	2163664;1	NA	2295
NC_005823.1	2163115	LIC_RS09045	+	NA	NA	NA	2163661;1	NA	2296
NC_005823.1	2163520	unaware	+	NA	NA	NA	2163812;45	NA	2297
NC_005823.1	2163526	unaware	+	NA	NA	NA	NA	2163980;16	2297
NC_005823.1	2163527	unaware	+	2163704;4	NA	NA	NA	NA	2297
NC_005823.1	2163905	LIC_RS09050	+	2164241;1	NA	NA	NA	NA	2298
NC_005823.1	2164123	LIC_RS09050	+	NA	NA	NA	NA	2164394;5	2299
NC_005823.1	2164125	LIC_RS09050	+	2164973;1	NA	NA	NA	NA	2299
NC_005823.1	2166171	unaware	+	2166574;2	NA	NA	NA	NA	2300
NC_005823.1	2168981	unaware	+	NA	NA	NA	2169270;3	NA	2301
NC_005823.1	2169233	unaware	+	NA	NA	NA	2169601;3	NA	2302
NC_005823.1	2169847	unaware	+	NA	NA	NA	2170295;3	NA	2303
NC_005823.1	2170942	unaware	+	NA	NA	NA	2171150;4	NA	2304
NC_005823.1	2174815	unaware	+	NA	NA	NA	NA	2175302;2	2305
NC_005823.1	2175010	unaware	+	NA	NA	NA	2175840;5	NA	2306
NC_005823.1	2175353	LIC_RS09100	+	2176319;7	NA	NA	2175907;128	2176622;30	2307
NC_005823.1	2175354	LIC_RS09105	+	NA	2175897;1	NA	NA	NA	2307
NC_005823.1	2175428	LIC_RS09105	+	NA	2176197;1	NA	NA	NA	2308
NC_005823.1	2184013	unaware	+	NA	NA	NA	2184348;2	NA	2309
NC_005823.1	2185459	unaware	+	NA	NA	NA	2186001;3	NA	2310
NC_005823.1	2186277	LIC_RS09145	+	2186891;10	NA	NA	2187507;41	NA	2311
NC_005823.1	2186278	LIC_RS09145	+	NA	NA	NA	NA	2187506;11	2311
NC_005823.1	2188667	LIC_RS09155	+	NA	NA	NA	NA	2189041;1	2312
NC_005823.1	2188824	LIC_RS09155	+	NA	NA	NA	2189306;3	NA	2313
NC_005823.1	2188836	LIC_RS09155	+	NA	NA	NA	NA	2188941;1	2314
NC_005823.1	2188850	LIC_RS09155	+	NA	NA	NA	NA	2189414;1	2315
